,key,PrimaryRef,CarniBinom,PreyOrder,PreyBinom,CD.values,Valid.values,Difference,Re-entered_Full,Potential explanation,Re-entered,Correct explanation
228,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Damaliscus_lunatus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Damaliscus_lunatus,0.44,NA,NA,,,,
229,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Giraffa_camelopardalis","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Giraffa_camelopardalis,5.23,NA,NA,,,,
230,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Hippopotamus_amphibius","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Hippopotamus_amphibius,0.03,NA,NA,,,,
231,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Hippotragus_equinus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Hippotragus_equinus,0.24,NA,NA,,,,
232,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Hippotragus_niger","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Hippotragus_niger,1.17,NA,NA,,,,
233,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Kobus_ellipsiprymnus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Kobus_ellipsiprymnus,8.7,NA,NA,,,,
234,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Loxodonta_africana","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Proboscidea,Loxodonta_africana,0.02,NA,NA,,,,
235,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Oreotragus_oreotragus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Oreotragus_oreotragus,0.01,NA,NA,,,,
236,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Phacochoerus_africanus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Phacochoerus_africanus,2,34,-32,2,CarniDIET is correct.,,
237,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Raphicerus_campestris","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Raphicerus_campestris,0.07,NA,NA,,,,
238,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Redunca_redunca","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Redunca_redunca,0.45,NA,NA,,,,
239,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Sylvicapra_grimmia","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Sylvicapra_grimmia,0.14,NA,NA,,,,
240,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Syncerus_caffer","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Syncerus_caffer,14.02,NA,NA,,,,
241,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Tragelaphus_angasii","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Tragelaphus_angasii,0.24,NA,NA,,,,
242,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Tragelaphus_scriptus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Tragelaphus_scriptus,0.33,NA,NA,,,,
243,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Tragelaphus_strepsiceros","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Tragelaphus_strepsiceros,10.91,NA,NA,,,,
244,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Aepyceros_melampus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Aepyceros_melampus,78.32,28,50.32,78.32,CarniDIET is correct.,,
245,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Connochaetes_taurinus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Connochaetes_taurinus,0.26,NA,NA,,,,
246,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Damaliscus_lunatus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Damaliscus_lunatus,0.14,NA,NA,,,,
247,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Giraffa_camelopardalis","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Giraffa_camelopardalis,0.01,NA,NA,,,,
248,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Hippotragus_niger","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Hippotragus_niger,0.03,NA,NA,,,,
249,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Kobus_ellipsiprymnus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Kobus_ellipsiprymnus,1.11,NA,NA,,,,
250,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Oreotragus_oreotragus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Oreotragus_oreotragus,0.53,NA,NA,,,,
251,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Phacochoerus_africanus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Phacochoerus_africanus,1.97,15,-13.03,1.97,CarniDIET is correct.,,
252,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Raphicerus_campestris","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Raphicerus_campestris,1.79,NA,NA,,,,
253,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Redunca_redunca","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Redunca_redunca,3.98,NA,NA,,,,
254,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Sylvicapra_grimmia","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Sylvicapra_grimmia,3,NA,NA,,,,
255,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Syncerus_caffer","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Syncerus_caffer,0.05,NA,NA,,,,
256,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Tragelaphus_angasii","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Tragelaphus_angasii,0.94,NA,NA,,,,
257,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Tragelaphus_scriptus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Tragelaphus_scriptus,4.43,NA,NA,,,,
258,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_pardus Tragelaphus_strepsiceros","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_pardus,Cetartiodactyla,Tragelaphus_strepsiceros,2.19,NA,NA,,,,
259,"Palmegiani, I., Gazzola, A., & Apollonio, M. (2013). Wolf diet and its impact on the ungulates community in a new recolonized area of Western Alps: Gran Paradiso National Park.·Folia Zool,·62(1), 59-66. Canis_lupus Capra_hircus","Palmegiani, I., Gazzola, A., & Apollonio, M. (2013). Wolf diet and its impact on the ungulates community in a new recolonized area of Western Alps: Gran Paradiso National Park.·Folia Zool,·62(1), 59-66.",Canis_lupus,Cetartiodactyla,Capra_hircus,3.26,NA,NA,,,,
260,"Palmegiani, I., Gazzola, A., & Apollonio, M. (2013). Wolf diet and its impact on the ungulates community in a new recolonized area of Western Alps: Gran Paradiso National Park.·Folia Zool,·62(1), 59-66. Canis_lupus Capra_ibex","Palmegiani, I., Gazzola, A., & Apollonio, M. (2013). Wolf diet and its impact on the ungulates community in a new recolonized area of Western Alps: Gran Paradiso National Park.·Folia Zool,·62(1), 59-66.",Canis_lupus,Cetartiodactyla,Capra_ibex,44.66,44.66,0,,,,
261,"Palmegiani, I., Gazzola, A., & Apollonio, M. (2013). Wolf diet and its impact on the ungulates community in a new recolonized area of Western Alps: Gran Paradiso National Park.·Folia Zool,·62(1), 59-66. Canis_lupus Capreolus_capreolus","Palmegiani, I., Gazzola, A., & Apollonio, M. (2013). Wolf diet and its impact on the ungulates community in a new recolonized area of Western Alps: Gran Paradiso National Park.·Folia Zool,·62(1), 59-66.",Canis_lupus,Cetartiodactyla,Capreolus_capreolus,102.82,102.82,0,,,,
262,"Palmegiani, I., Gazzola, A., & Apollonio, M. (2013). Wolf diet and its impact on the ungulates community in a new recolonized area of Western Alps: Gran Paradiso National Park.·Folia Zool,·62(1), 59-66. Canis_lupus Cervus_elaphus","Palmegiani, I., Gazzola, A., & Apollonio, M. (2013). Wolf diet and its impact on the ungulates community in a new recolonized area of Western Alps: Gran Paradiso National Park.·Folia Zool,·62(1), 59-66.",Canis_lupus,Cetartiodactyla,Cervus_elaphus,9.21,9.21,0,,,,
263,"Palmegiani, I., Gazzola, A., & Apollonio, M. (2013). Wolf diet and its impact on the ungulates community in a new recolonized area of Western Alps: Gran Paradiso National Park.·Folia Zool,·62(1), 59-66. Canis_lupus Ovis_aries","Palmegiani, I., Gazzola, A., & Apollonio, M. (2013). Wolf diet and its impact on the ungulates community in a new recolonized area of Western Alps: Gran Paradiso National Park.·Folia Zool,·62(1), 59-66.",Canis_lupus,Cetartiodactyla,Ovis_aries,6.48,6.48,0,,,,
264,"Palmegiani, I., Gazzola, A., & Apollonio, M. (2013). Wolf diet and its impact on the ungulates community in a new recolonized area of Western Alps: Gran Paradiso National Park.·Folia Zool,·62(1), 59-66. Canis_lupus Rupicapra_rupicapra","Palmegiani, I., Gazzola, A., & Apollonio, M. (2013). Wolf diet and its impact on the ungulates community in a new recolonized area of Western Alps: Gran Paradiso National Park.·Folia Zool,·62(1), 59-66.",Canis_lupus,Cetartiodactyla,Rupicapra_rupicapra,230.99,230.99,0,,,,
265,"Palmegiani, I., Gazzola, A., & Apollonio, M. (2013). Wolf diet and its impact on the ungulates community in a new recolonized area of Western Alps: Gran Paradiso National Park.·Folia Zool,·62(1), 59-66. Canis_lupus Sus_scrofa","Palmegiani, I., Gazzola, A., & Apollonio, M. (2013). Wolf diet and its impact on the ungulates community in a new recolonized area of Western Alps: Gran Paradiso National Park.·Folia Zool,·62(1), 59-66.",Canis_lupus,Cetartiodactyla,Sus_scrofa,2.57,2.57,0,,,,
266,"Phillips, R. B., Winchell, C. S., & Schmidt, R. H. (2007). Dietary overlap of an alien and native carnivore on San Clemente Island, California.·Journal of Mammalogy,·88(1), 173-180. Urocyon_littoralis Mus_musculus","Phillips, R. B., Winchell, C. S., & Schmidt, R. H. (2007). Dietary overlap of an alien and native carnivore on San Clemente Island, California.·Journal of Mammalogy,·88(1), 173-180.",Urocyon_littoralis,Rodentia,Mus_musculus,13.8,13.8,0,,,,
267,"Phillips, R. B., Winchell, C. S., & Schmidt, R. H. (2007). Dietary overlap of an alien and native carnivore on San Clemente Island, California.·Journal of Mammalogy,·88(1), 173-180. Urocyon_littoralis Peromyscus_maniculatus","Phillips, R. B., Winchell, C. S., & Schmidt, R. H. (2007). Dietary overlap of an alien and native carnivore on San Clemente Island, California.·Journal of Mammalogy,·88(1), 173-180.",Urocyon_littoralis,Rodentia,Peromyscus_maniculatus,6.4,NA,NA,,,,
268,"Phillips, R. B., Winchell, C. S., & Schmidt, R. H. (2007). Dietary overlap of an alien and native carnivore on San Clemente Island, California.·Journal of Mammalogy,·88(1), 173-180. Urocyon_littoralis Rattus_rattus","Phillips, R. B., Winchell, C. S., & Schmidt, R. H. (2007). Dietary overlap of an alien and native carnivore on San Clemente Island, California.·Journal of Mammalogy,·88(1), 173-180.",Urocyon_littoralis,Rodentia,Rattus_rattus,1.9,1.9,0,,,,
269,"Popp, J. N., et al. ""Black bear (Ursus americanus) and wolf (Canis spp.) summer diet composition and ungulate prey selectivity in Ontario, Canada.""†Mammal Research†63.4 (2018): 433-441. Canis_lupus Alces_alces","Popp, J. N., et al. ""Black bear (Ursus americanus) and wolf (Canis spp.) summer diet composition and ungulate prey selectivity in Ontario, Canada.""†Mammal Research†63.4 (2018): 433-441.",Canis_lupus,Cetartiodactyla,Alces_alces,38.58,38.58,0,,,,
270,"Popp, J. N., et al. ""Black bear (Ursus americanus) and wolf (Canis spp.) summer diet composition and ungulate prey selectivity in Ontario, Canada.""†Mammal Research†63.4 (2018): 433-441. Canis_lupus Castor_canadensis","Popp, J. N., et al. ""Black bear (Ursus americanus) and wolf (Canis spp.) summer diet composition and ungulate prey selectivity in Ontario, Canada.""†Mammal Research†63.4 (2018): 433-441.",Canis_lupus,Rodentia,Castor_canadensis,39.34,39.34,0,,,,
271,"Popp, J. N., et al. ""Black bear (Ursus americanus) and wolf (Canis spp.) summer diet composition and ungulate prey selectivity in Ontario, Canada.""†Mammal Research†63.4 (2018): 433-441. Canis_lupus Cervus_canadensis","Popp, J. N., et al. ""Black bear (Ursus americanus) and wolf (Canis spp.) summer diet composition and ungulate prey selectivity in Ontario, Canada.""†Mammal Research†63.4 (2018): 433-441.",Canis_lupus,Cetartiodactyla,Cervus_canadensis,43.57,43.57,0,,,,
272,"Popp, J. N., et al. ""Black bear (Ursus americanus) and wolf (Canis spp.) summer diet composition and ungulate prey selectivity in Ontario, Canada.""†Mammal Research†63.4 (2018): 433-441. Canis_lupus Ondatra_zibethicus","Popp, J. N., et al. ""Black bear (Ursus americanus) and wolf (Canis spp.) summer diet composition and ungulate prey selectivity in Ontario, Canada.""†Mammal Research†63.4 (2018): 433-441.",Canis_lupus,Rodentia,Ondatra_zibethicus,28.31,28.31,0,,,,
273,"Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817. Otocolobus_manul Alticola_semicanus","Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817.",Otocolobus_manul,Rodentia,Alticola_semicanus,87.9,87.9,0,,,,
274,"Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817. Otocolobus_manul Cricetulus_barabensis","Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817.",Otocolobus_manul,Rodentia,Cricetulus_barabensis,16.4,16.4,0,,,,
275,"Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817. Otocolobus_manul Lasiopodomys_brandtii","Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817.",Otocolobus_manul,Rodentia,Lasiopodomys_brandtii,31.3,31.3,0,,,,
276,"Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817. Otocolobus_manul Lepus_tolai","Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817.",Otocolobus_manul,Lagomorpha,Lepus_tolai,5.2,5.2,0,,,,
277,"Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817. Otocolobus_manul Marmota_sibirica","Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817.",Otocolobus_manul,Rodentia,Marmota_sibirica,5.2,NA,NA,,,,
278,"Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817. Otocolobus_manul Meriones_unguiculatus","Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817.",Otocolobus_manul,Rodentia,Meriones_unguiculatus,114.4,114.4,0,,,,
279,"Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817. Otocolobus_manul Mesechinus_dauuricus","Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817.",Otocolobus_manul,Eulipotyphla,Mesechinus_dauuricus,3.7,3.7,0,,,,
280,"Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817. Otocolobus_manul Ochotona_dauurica","Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817.",Otocolobus_manul,Lagomorpha,Ochotona_dauurica,188.9,188.9,0,,,,
281,"Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817. Otocolobus_manul Urocitellus_undulatus","Ross, S., B. Munkhtsog and S. Harris (2010). ""Dietary composition, plasticity, and prey selection of Pallas's cats."" Journal of Mammalogy 91(4): 811-817.",Otocolobus_manul,Rodentia,Urocitellus_undulatus,3.2,NA,NA,,,,
282,"Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641. Leopardus_pardalis Akodon_cursor","Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641.",Leopardus_pardalis,Rodentia,Akodon_cursor,23,NA,NA,,,,
283,"Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641. Leopardus_pardalis Sapajus_nigritus","Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641.",Leopardus_pardalis,Primates,Sapajus_nigritus,68.8,68.8,0,,,,
284,"Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641. Puma_concolor Alouatta_guariba","Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641.",Puma_concolor,Primates,Alouatta_guariba,18.5,18.5,0,,,,
285,"Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641. Puma_concolor Brachyteles_hypoxanthus","Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641.",Puma_concolor,Primates,Brachyteles_hypoxanthus,46.1,NA,NA,,,,
286,"Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641. Puma_concolor Cuniculus_paca","Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641.",Puma_concolor,Rodentia,Cuniculus_paca,27.6,NA,NA,,,,
287,"Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641. Puma_concolor Dasyprocta_leporina","Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641.",Puma_concolor,Rodentia,Dasyprocta_leporina,18.5,NA,NA,,,,
288,"Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641. Puma_concolor Eira_barbara","Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641.",Puma_concolor,Carnivora,Eira_barbara,9.2,9.2,0,,,,
289,"Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641. Puma_concolor Galictis_cuja","Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641.",Puma_concolor,Carnivora,Galictis_cuja,9.2,9.2,0,,,,
